27.386180,80.682924
28.267788,84.834998
27.844412,81.497699
29.291876,81.350957
29.794769,84.274204
27.261190,85.122009
28.195022,80.134128
30.199272,84.126635
28.394120,87.925379
28.013112,84.419722
27.397530,87.520337
28.195649,87.222526
26.895301,86.430264
26.621353,80.648294
30.059587,85.218052
29.335702,86.807325
28.900475,80.940114
28.154914,80.508853
28.277353,83.939131
26.725216,85.882304
26.404955,85.742665
30.213036,82.432628
27.633168,86.974485
29.870471,86.150054
29.248349,82.392279
29.142177,80.340392
26.897722,87.042056
26.659891,81.846156
29.557194,84.840210
30.293799,82.931154
29.982550,80.338111
26.435378,81.454947
30.267053,82.725775
28.223702,86.803371
28.649024,84.745275
29.030247,82.678284
27.412649,83.031478
30.386498,80.771415
28.494401,84.510918
26.623209,80.250806
27.836106,83.263544
28.694153,85.428488
27.807614,81.152595
27.384011,85.795983
30.076372,84.799403
27.389737,83.547091
26.439745,82.573293
27.033876,83.092472
26.401505,84.817418
26.386080,86.256726
27.016038,81.625142
27.154196,85.018125
28.241333,84.196619
27.897911,86.595684
28.454965,83.738423
26.784418,87.452118
29.896665,85.227103
26.526718,83.615624
26.948984,87.148255
30.449198,87.899280
26.383447,85.320932
28.441073,87.153154
29.762313,83.215581
26.952932,87.949318
27.258323,82.108906
28.158132,82.057210
28.814097,86.944114
29.992020,84.585721
26.944318,86.857619
27.910885,87.553794
29.637361,85.124147
26.361955,83.959461
28.387945,82.489559
30.053117,82.875967
27.704458,83.950714
30.017529,81.266002
28.329145,85.796058
26.842217,80.673570
29.675140,83.532243
30.282068,85.798886
30.204751,81.162593
29.003014,84.931869
26.944834,82.080069
30.241683,87.753905
29.518983,82.288805
29.744572,86.909457
29.909042,87.494640
27.922947,85.135391
27.761547,82.642938
29.359974,86.274964
30.187257,84.467805
27.102546,83.469645
28.651199,84.815766
27.026364,86.621831
28.933649,83.037397
26.471781,86.625997
27.786046,84.527928
28.295701,83.803896
28.456048,85.898887
28.791053,88.156741
28.985593,80.400086
27.455123,81.985686
29.393179,85.613596
30.047154,80.895511
28.072072,80.438378
27.218279,84.242842
26.411451,81.790701
29.029515,84.559532
27.225851,84.914125
29.699608,80.25199
29.684441,85.785115
27.729052,81.443836
30.320295,82.892756
26.689533,80.973731
29.859476,85.029808
29.689939,86.037854
28.552158,87.984926
27.889844,84.616325
29.7835,85.148158
29.919169,84.818817
29.259202,80.566595
27.257173,82.515104
26.635126,82.062327
26.724206,82.423789
28.969875,83.118657
27.85476,81.876056
27.421307,87.693237
29.021749,85.073048
27.018782,86.033014
26.98629,83.235644
30.455998,85.319998
28.639189,85.676914
29.839978,86.407999
27.262002,80.456802
27.624903,82.341927
27.186128,87.743278
29.980744,82.717423
29.052842,83.365055
30.1411,83.870815
27.412497,82.17302
28.657746,82.301933
28.755261,87.382583
27.977482,81.954566
30.489658,84.27621
26.68182,80.576931
26.760526,85.219568
29.626733,83.57728
26.566816,83.252954
30.48371,84.432915
30.378529,87.086238
26.34822,85.965775
29.163184,84.495763
27.420666,85.327694
26.768519,83.678122
28.20564,87.830527
29.978582,82.307112
28.402462,81.629215
30.133037,87.164149
27.553468,85.311596
28.857675,81.422714
29.502545,84.515032
29.570231,84.442829
26.302402,82.793248
26.381802,87.632789
29.990632,86.853324
27.591559,80.663401
29.98764,87.775596
26.659744,84.087924
26.590693,86.284817
29.516505,81.227132
28.296186,84.598429
27.413238,87.179464
28.077179,81.894386
28.565044,86.039449
27.144834,82.69373
30.479627,85.399024
28.14002,84.340607
26.808218,81.997579
27.719959,84.90647
27.266482,81.961739
26.598171,85.248824
27.261555,87.44336
29.910469,80.766859
27.299619,85.551822
27.199795,81.258495
30.22916,84.768345
28.285218,86.476955
29.691487,81.723279
26.707109,83.648409
28.07903,83.936197
29.362119,85.586916
30.433494,80.987343
27.991009,82.914421
29.919025,82.189251
27.098877,83.788908
28.071903,82.428361
27.349187,87.586125
28.161149,87.090793
28.611366,80.604707
30.496986,86.888221
30.369784,87.610936
29.864522,81.530489
28.339693,81.909978
27.984369,80.669083
27.891687,88.082471
27.413853,86.472565
28.211035,83.58406
30.320734,88.163382
28.634227,85.947266
26.950147,82.573663
30.368579,84.833442
28.57722,86.183804
26.540094,84.873421
28.411972,87.021759
26.961217,87.886231
26.636468,81.6866
28.799147,85.6017
27.287856,81.159093
30.039207,82.169723
28.79698,85.155052
28.060745,84.869378
28.495687,87.67765
27.157889,85.929534
27.302481,83.366287
29.121099,82.599977
27.627944,86.214916
26.604681,83.866284
30.493509,88.168772
26.607695,81.905234
27.413842,87.666075
29.99963,87.234162
27.852014,81.461975
29.801729,85.828319
28.869047,88.097865
29.046701,80.262585
29.731837,82.59503
29.086233,87.71144
26.864023,81.123429
